SCHOOL_YEAR,FIPST,STATENAME,ST,SCH_NAME,LEA_NAME,STATE_AGENCY_NO,UNION,ST_LEAID,LEAID,ST_SCHID,NCESSCH,SCHID,MSTREET1,MSTREET2,MSTREET3,MCITY,MSTATE,MZIP,MZIP4,LSTREET1,LSTREET2,LSTREET3,LCITY,LSTATE,LZIP,LZIP4,PHONE,WEBSITE,SY_STATUS,SY_STATUS_TEXT,UPDATED_STATUS,UPDATED_STATUS_TEXT,EFFECTIVE_DATE,SCH_TYPE_TEXT,SCH_TYPE,RECON_STATUS,OUT_OF_STATE_FLAG,CHARTER_TEXT,CHARTAUTH1,CHARTAUTHN1,CHARTAUTH2,CHARTAUTHN2,NOGRADES,G_PK_OFFERED,G_KG_OFFERED,G_1_OFFERED,G_2_OFFERED,G_3_OFFERED,G_4_OFFERED,G_5_OFFERED,G_6_OFFERED,G_7_OFFERED,G_8_OFFERED,G_9_OFFERED,G_10_OFFERED,G_11_OFFERED,G_12_OFFERED,G_13_OFFERED,G_UG_OFFERED,G_AE_OFFERED,GSLO,GSHI,LEVEL,IGOFFERED,school_name_clean,school_name_strict_clean,district_name_clean,zip5,phone_clean,street_address_clean,school_irn,county_name,region,region_id,anchor_county,school_level,school_type,is_regular_or_cte,latitude,longitude,coordinate_match_method,county_latitude,county_longitude,approx_longitude,approx_latitude,location_method,building_irn,school_name_clean_high_need,district_name_clean_high_need,Building Name,LEA Name,Federal ESEA Identification ,students_served,high_need,match_method,match_score
2024-2025,39,OHIO,OH,Gallia Academy High School,Gallipolis City,1,,OH-044032,3904403,OH-044032-012799,390440300989,3900989,2855 Centenary Rd,,,Gallipolis,OH,45631,9129.0,2855 Centenary Rd,,,Gallipolis,OH,45631,9129.0,(740)446-3212,,1,Open,1,Open,05/13/2025,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,09,12,High,As reported,gallia academy,gallia academy high school,gallipolis city,45631,7404463212,2855 centenary rd,012799,Gallia,Group 4 - Southern Corridor,4.0,Jackson,High,Regular School,True,,,unmatched,38.82457063371776,-82.31692745623913,-82.25812865744032,38.8620080711552,county_centroid_jitter,012799,gallia academy,gallipolis city,Gallia Academy High School,Gallipolis City ,Warning (ATSI),0.0,False,exact_irn,
2024-2025,39,OHIO,OH,Green Elementary School,Gallipolis City,1,,OH-044032,3904403,OH-044032-014332,390440300990,3900990,113 Centenary Church Rd,,,Gallipolis,OH,45631,9001.0,113 Centenary Church Rd,,,Gallipolis,OH,45631,9001.0,(740)446-3236,,1,Open,1,Open,05/13/2025,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,PK,05,Elementary,As reported,green,green elementary school,gallipolis city,45631,7404463236,113 centenary church rd,014332,Gallia,Group 4 - Southern Corridor,4.0,Jackson,Elementary,Regular School,True,,,unmatched,38.82457063371776,-82.31692745623913,-82.35746799677968,38.78737343652057,county_centroid_jitter,,,,,,,0.0,False,unmatched,10.526315789473683
2024-2025,39,OHIO,OH,Rio Grande Elementary School,Gallipolis City,1,,OH-044032,3904403,OH-044032-031781,390440300991,3900991,PO Box 197,,,Rio Grande,OH,45674,197.0,439 Lake Drive,,,Rio Grande,OH,45674,,(740)245-5333,,1,Open,1,Open,05/13/2025,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,PK,05,Elementary,As reported,rio grande,rio grande elementary school,gallipolis city,45674,7402455333,439 lake drive,031781,Gallia,Group 4 - Southern Corridor,4.0,Jackson,Elementary,Regular School,True,,,unmatched,38.82457063371776,-82.31692745623913,-82.28071124002291,38.80427033341746,county_centroid_jitter,,,,,,,0.0,False,unmatched,41.666666666666664
2024-2025,39,OHIO,OH,Washington Elementary School,Gallipolis City,1,,OH-044032,3904403,OH-044032-039651,390440300992,3900992,450 4th Ave,,,Gallipolis,OH,45631,1111.0,450 4th Ave,,,Gallipolis,OH,45631,1111.0,(740)446-3213,,1,Open,1,Open,05/13/2025,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,PK,05,Elementary,As reported,washington,washington elementary school,gallipolis city,45631,7404463213,450 4th ave,039651,Gallia,Group 4 - Southern Corridor,4.0,Jackson,Elementary,Regular School,True,38.8222,-82.1935,supplement_phone_county,38.82457063371776,-82.31692745623913,-82.32647700578868,38.79978584893298,exact_or_supplemented_coordinates,,,,,,,0.0,False,unmatched,16.666666666666664
2024-2025,39,OHIO,OH,Gallia Academy Middle School,Gallipolis City,1,,OH-044032,3904403,OH-044032-010836,390440305529,3905529,340 4th Ave,,,Gallipolis,OH,45631,1109.0,340 4th Ave,,,Gallipolis,OH,45631,1109.0,(740)446-3211,http://gallipoliscityschools.k12.oh.us,1,Open,1,Open,05/13/2025,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,06,08,Middle,As reported,gallia academy,gallia academy middle school,gallipolis city,45631,7404463211,340 4th ave,010836,Gallia,Group 4 - Southern Corridor,4.0,Jackson,Middle,Regular School,True,,,unmatched,38.82457063371776,-82.31692745623913,-82.34077130008298,38.836862926010056,county_centroid_jitter,010836,gallia academy,gallipolis city,Gallia Academy Middle School,Gallipolis City ,Warning (ATSI),400.0,True,exact_irn,
2024-2025,39,OHIO,OH,Maple Leaf Elementary School,Garfield Heights City Schools,1,,OH-044040,3904404,OH-044040-022574,390440400580,3900580,5764 Turney Rd,,,Garfield Heights,OH,44125,4067.0,5764 Turney Rd,,,Garfield Heights,OH,44125,4067.0,(216)662-3800,,1,Open,1,Open,05/13/2025,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,04,05,Elementary,As reported,maple leaf,maple leaf elementary school,garfield heights city schools,44125,2166623800,5764 turney rd,022574,Cuyahoga,,,,Elementary,Regular School,True,,,unmatched,41.42432368446187,-81.65872171041782,-81.64905204074815,41.438457818596,county_centroid_jitter,,,,,,,0.0,False,unmatched,
2024-2025,39,OHIO,OH,Elmwood Elementary School,Garfield Heights City Schools,1,,OH-044040,3904404,OH-044040-010413,390440400993,3900993,5275 Turney Rd,,,Garfield Heights,OH,44125,2661.0,5275 Turney Rd,,,Garfield Heights,OH,44125,2661.0,(216)475-8110,,1,Open,1,Open,05/13/2025,Regular School,1,No,No,No,,,,,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,01,03,Elementary,As reported,elmwood,elmwood elementary school,garfield heights city schools,44125,2164758110,5275 turney rd,010413,Cuyahoga,,,,Elementary,Regular School,True,,,unmatched,41.42432368446187,-81.65872171041782,-81.62490789660401,41.45447383461202,county_centroid_jitter,,,,,,,0.0,False,unmatched,
2024-2025,39,OHIO,OH,Garfield Heights High School,Garfield Heights City Schools,1,,OH-044040,3904404,OH-044040-013136,390440400994,3900994,4900 Turney Rd,,,Garfield Heights,OH,44125,2501.0,4900 Turney Rd,,,Garfield Heights,OH,44125,2501.0,(216)662-2800,,1,Open,1,Open,05/13/2025,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,09,12,High,As reported,garfield heights,garfield heights high school,garfield heights city schools,44125,2166622800,4900 turney rd,013136,Cuyahoga,,,,High,Regular School,True,,,unmatched,41.42432368446187,-81.65872171041782,-81.64580879750491,41.44670606684425,county_centroid_jitter,,,,,,,0.0,False,unmatched,
2024-2025,39,OHIO,OH,Garfield Heights Middle School,Garfield Heights City Schools,1,,OH-044040,3904404,OH-044040-013144,390440400995,3900995,12000 Maple Leaf Dr,,,Garfield Heights,OH,44125,4346.0,12000 Maple Leaf Dr,,,Garfield Heights,OH,44125,4346.0,(216)475-8105,,1,Open,1,Open,05/13/2025,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,06,08,Middle,As reported,garfield heights,garfield heights middle school,garfield heights city schools,44125,2164758105,12000 maple leaf dr,013144,Cuyahoga,,,,Middle,Regular School,True,,,unmatched,41.42432368446187,-81.65872171041782,-81.65962261131872,41.42380316394135,county_centroid_jitter,,,,,,,0.0,False,unmatched,
2024-2025,39,OHIO,OH,William Foster Elementary School,Garfield Heights City Schools,1,,OH-044040,3904404,OH-044040-041335,390440400999,3900999,12801 Bangor Ave,,,Garfield Heights,OH,44125,3660.0,12801 Bangor Ave,,,Garfield Heights,OH,44125,3660.0,(216)475-8123,,1,Open,1,Open,05/13/2025,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,PK,01,Elementary,As reported,william foster,william foster elementary school,garfield heights city schools,44125,2164758123,12801 bangor ave,041335,Cuyahoga,,,,Elementary,Regular School,True,,,unmatched,41.42432368446187,-81.65872171041782,-81.68773071942684,41.45551487565306,county_centroid_jitter,,,,,,,0.0,False,unmatched,
2024-2025,39,OHIO,OH,Austinburg Elementary School,Geneva Area City,1,,OH-044057,3904405,OH-044057-001321,390440501000,3901000,3030 State Route 307,,,Austinburg,OH,44010,9703.0,3030 State Route 307,,,Austinburg,OH,44010,9703.0,(440)466-4831,,1,Open,1,Open,05/13/2025,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,PK,05,Elementary,As reported,austinburg,austinburg elementary school,geneva area city,44010,4404664831,3030 state route 307,001321,Ashtabula,,,,Elementary,Regular School,True,,,unmatched,41.70708535192114,-80.74825331382634,-80.7973223828954,41.692951217787005,county_centroid_jitter,,,,,,,0.0,False,unmatched,
2024-2025,39,OHIO,OH,Cork Elementary School,Geneva Area City,1,,OH-044057,3904405,OH-044057-007344,390440501001,3901001,341 State Route 534 S,,,Geneva,OH,44041,9364.0,341 State Route 534 S,,,Geneva,OH,44041,9364.0,(440)466-4831,,1,Open,1,Open,05/13/2025,Regular School,1,No,No,No,,,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,KG,05,Elementary,As reported,cork,cork elementary school,geneva area city,44041,4404664831,341 state route 534 s,007344,Ashtabula,,,,Elementary,Regular School,True,,,unmatched,41.70708535192114,-80.74825331382634,-80.71948454505757,41.6744527192885,county_centroid_jitter,,,,,,,0.0,False,unmatched,
2024-2025,39,OHIO,OH,Geneva High School,Geneva Area City,1,,OH-044057,3904405,OH-044057-013219,390440501003,3901003,1301 S Ridge Rd E,,,Geneva,OH,44041,8269.0,1301 S Ridge Rd E,,,Geneva,OH,44041,8269.0,(440)466-4831,,1,Open,1,Open,05/13/2025,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,08,12,High,As reported,geneva,geneva high school,geneva area city,44041,4404664831,1301 s ridge rd e,013219,Ashtabula,,,,High,Regular School,True,,,unmatched,41.70708535192114,-80.74825331382634,-80.76164670721974,41.708326593162376,county_centroid_jitter,,,,,,,0.0,False,unmatched,
2024-2025,39,OHIO,OH,Geneva Middle School,Geneva Area City,1,,OH-044057,3904405,OH-044057-013227,390440504215,3904215,839 Sherman St,,,Geneva,OH,44041,9101.0,839 Sherman St,,,Geneva,OH,44041,9101.0,(440)466-4831,,1,Open,1,Open,05/13/2025,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,04,08,Middle,As reported,geneva,geneva middle school,geneva area city,44041,4404664831,839 sherman st,013227,Ashtabula,,,,Middle,Regular School,True,,,unmatched,41.70708535192114,-80.74825331382634,-80.78975481532784,41.68117944601523,county_centroid_jitter,,,,,,,0.0,False,unmatched,
2024-2025,39,OHIO,OH,Geneva Platt R. Spencer Elementary School,Geneva Area City,1,,OH-044057,3904405,OH-044057-012015,390440505575,3905575,755 Austin Rd,,,Geneva,OH,44041,,755 Austin Rd,,,Geneva,OH,44041,,(440)466-4831,http://www.genevaschools.org,1,Open,1,Open,05/13/2025,Regular School,1,No,No,No,,,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,KG,05,Elementary,As reported,geneva platt r spencer,geneva platt r spencer elementary school,geneva area city,44041,4404664831,755 austin rd,012015,Ashtabula,,,,Elementary,Regular School,True,,,unmatched,41.70708535192114,-80.74825331382634,-80.75756262313566,41.70448274931854,county_centroid_jitter,,,,,,,0.0,False,unmatched,
2024-2025,39,OHIO,OH,Girard Sr High School,Girard City School District,1,,OH-044065,3904406,OH-044065-013482,390440601005,3901005,1244 Shannon Rd,,,Girard,OH,44420,1410.0,1244 Shannon Rd,,,Girard,OH,44420,1410.0,(330)545-5431,,1,Open,1,Open,05/13/2025,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,09,12,High,As reported,girard senior,girard senior high school,girard,44420,3305455431,1244 shannon rd,013482,Trumbull,,,,High,Regular School,True,,,unmatched,41.316948049106074,-80.76124901663324,-80.72407183945607,41.279830931988954,county_centroid_jitter,,,,,,,0.0,False,unmatched,
2024-2025,39,OHIO,OH,Prospect Elementary School,Girard City School District,1,,OH-044065,3904406,OH-044065-009159,390440601007,3901007,700 E Prospect St,,,Girard,OH,44420,2330.0,700 E Prospect St,,,Girard,OH,44420,2330.0,(330)545-3854,,1,Open,1,Open,05/13/2025,Regular School,1,No,No,No,,,,,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,KG,03,Elementary,As reported,prospect,prospect elementary school,girard,44420,3305453854,700 e prospect st,009159,Trumbull,,,,Elementary,Regular School,True,,,unmatched,41.316948049106074,-80.76124901663324,-80.72178955717378,41.35622732838535,county_centroid_jitter,,,,,,,0.0,False,unmatched,
2024-2025,39,OHIO,OH,Girard Intermediate Middle School,Girard City School District,1,,OH-044065,3904406,OH-044065-037366,390440601009,3901009,702 E Prospect St,,,Girard,OH,44420,2330.0,702 E Prospect St,,,Girard,OH,44420,2330.0,(330)545-5219,,1,Open,1,Open,05/13/2025,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,04,06,Middle,As reported,girard intermediate,girard intermediate middle school,girard,44420,3305455219,702 e prospect st,037366,Trumbull,,,,Middle,Regular School,True,,,unmatched,41.316948049106074,-80.76124901663324,-80.77812589351012,41.343574675732704,county_centroid_jitter,,,,,,,0.0,False,unmatched,
2024-2025,39,OHIO,OH,Girard Junior High School,Girard City School District,1,,OH-044065,3904406,OH-044065-139584,390440604533,3904533,1244 Shannon Rd,,,Girard,OH,44420,1410.0,1244 Shannon Rd,,,Girard,OH,44420,1410.0,(330)545-5431,,1,Open,1,Open,05/13/2025,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,07,08,Middle,As reported,girard junior,girard junior high school,girard,44420,3305455431,1244 shannon rd,139584,Trumbull,,,,Middle,Regular School,True,,,unmatched,41.316948049106074,-80.76124901663324,-80.7398075751918,41.28591701807504,county_centroid_jitter,,,,,,,0.0,False,unmatched,
2024-2025,39,OHIO,OH,Grandview Heights High School,Grandview Heights Schools,1,,OH-044073,3904407,OH-044073-014100,390440701011,3901011,1587 W 3rd Ave,,,Columbus,OH,43212,2825.0,1587 W 3rd Ave,,,Columbus,OH,43212,2825.0,(614)485-4000,,1,Open,1,Open,05/13/2025,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,09,12,High,As reported,grandview heights,grandview heights high school,grandview heights schools,43212,6144854000,1587 w 3rd ave,014100,Franklin,Group 1 - Columbus Core,1.0,Franklin,High,Regular School,True,,,unmatched,39.96948401079257,-83.0093204437284,-83.06920032360829,39.937812339120896,county_centroid_jitter,,,,,,,0.0,False,unmatched,
2024-2025,39,OHIO,OH,Larson Middle School,Grandview Heights Schools,1,,OH-044073,3904407,OH-044073-014118,390440701012,3901012,1240 Oakland Ave,,,Columbus,OH,43212,3317.0,1240 Oakland Ave,,,Columbus,OH,43212,3317.0,(614)485-4100,,1,Open,1,Open,05/13/2025,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,04,08,Middle,As reported,larson,larson middle school,grandview heights schools,43212,6144854100,1240 oakland ave,014118,Franklin,Group 1 - Columbus Core,1.0,Franklin,Middle,Regular School,True,,,unmatched,39.96948401079257,-83.0093204437284,-82.95977089417885,39.973928455237015,county_centroid_jitter,,,,,,,0.0,False,unmatched,
2024-2025,39,OHIO,OH,Stevenson Elementary,Grandview Heights Schools,1,,OH-044073,3904407,OH-044073-032078,390440701013,3901013,1065 Oxley Rd,,,Columbus,OH,43212,3519.0,1065 Oxley Rd,,,Columbus,OH,43212,3519.0,(614)485-4200,,1,Open,1,Open,05/13/2025,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,PK,04,Elementary,As reported,stevenson elementary,stevenson elementary,grandview heights schools,43212,6144854200,1065 oxley rd,032078,Franklin,Group 1 - Columbus Core,1.0,Franklin,Elementary,Regular School,True,,,unmatched,39.96948401079257,-83.0093204437284,-83.0376087320167,39.967041568350126,county_centroid_jitter,,,,,,,0.0,False,unmatched,
2024-2025,39,OHIO,OH,Winton Woods Intermediate School,Winton Woods City,1,,OH-044081,3904408,OH-044081-011973,390440800588,3900588,147 Farragut Rd,,,Cincinnati,OH,45218,3129.0,147 Farragut Rd,,,Cincinnati,OH,45218,3129.0,(513)619-2450,,1,Open,1,Open,05/13/2025,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,05,06,Middle,As reported,winton woods intermediate,winton woods intermediate school,winton woods city,45218,5136192450,147 farragut rd,011973,Hamilton,,,,Middle,Regular School,True,,,unmatched,39.195579816552296,-84.54271197071733,-84.52079004879542,39.20042466139714,county_centroid_jitter,011973,winton woods intermediate,winton woods city,Winton Woods Intermediate School,Winton Woods City,Priority (CSI),600.0,True,exact_irn,
2024-2025,39,OHIO,OH,Early Childhood Center,Winton Woods City,1,,OH-044081,3904408,OH-044081-002055,390440801015,3901015,825 Waycross Rd,,,Cincinnati,OH,45240,1229.0,825 Waycross Rd,,,Cincinnati,OH,45240,1229.0,(513)619-2390,,1,Open,1,Open,05/13/2025,Regular School,1,No,No,No,,,,,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,PK,KG,Elementary,As reported,early childhood center,early childhood center,winton woods city,45240,5136192390,825 waycross rd,002055,Hamilton,,,,Elementary,Regular School,True,,,unmatched,39.195579816552296,-84.54271197071733,-84.57376302176839,39.18881304978553,county_centroid_jitter,,,,,,,0.0,False,unmatched,38.297872340425535
2024-2025,39,OHIO,OH,Winton Woods High School,Winton Woods City,1,,OH-044081,3904408,OH-044081-064147,390440801018,3901018,1231 W Kemper Rd,,,Cincinnati,OH,45240,1617.0,1231 W Kemper Rd,,,Cincinnati,OH,45240,1617.0,(513)619-2420,,1,Open,1,Open,05/13/2025,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,09,12,High,As reported,winton woods,winton woods high school,winton woods city,45240,5136192420,1231 w kemper rd,064147,Hamilton,,,,High,Regular School,True,,,unmatched,39.195579816552296,-84.54271197071733,-84.59778704579242,39.2206849216574,county_centroid_jitter,014548,,,Winton Woods Middle School,Winton Woods City,Priority (CSI),600.0,True,exact_unique_name,100
2024-2025,39,OHIO,OH,Winton Woods Middle School,Winton Woods City,1,,OH-044081,3904408,OH-044081-014548,390440801021,3901021,1231 W Kemper Rd,,,Cincinnati,OH,45240,1422.0,1231 W Kemper Rd,,,Cincinnati,OH,45240,1422.0,(513)619-2240,,1,Open,1,Open,05/13/2025,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,07,08,Middle,As reported,winton woods,winton woods middle school,winton woods city,45240,5136192240,1231 w kemper rd,014548,Hamilton,,,,Middle,Regular School,True,,,unmatched,39.195579816552296,-84.54271197071733,-84.56559485360022,39.19217641314889,county_centroid_jitter,014548,winton woods,winton woods city,Winton Woods Middle School,Winton Woods City,Priority (CSI),600.0,True,exact_irn,
2024-2025,39,OHIO,OH,Winton Woods Primary,Winton Woods City,1,,OH-044081,3904408,OH-044081-019620,390440801024,3901024,147 Farragut Rd,,,Cincinnati,OH,45218,2606.0,147 Farragut Rd,,,Cincinnati,OH,45218,2606.0,(513)619-2470,,1,Open,1,Open,05/13/2025,Regular School,1,No,No,No,,,,,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,01,02,Elementary,As reported,winton woods primary,winton woods primary,winton woods city,45218,5136192470,147 farragut rd,019620,Hamilton,,,,Elementary,Regular School,True,,,unmatched,39.195579816552296,-84.54271197071733,-84.52439365239901,39.21996420093668,county_centroid_jitter,,,,,,,0.0,False,unmatched,75.0
2024-2025,39,OHIO,OH,Winton Woods Elementary School,Winton Woods City,1,,OH-044081,3904408,OH-044081-066787,390440801025,3901025,147 Farragut Rd,,,Cincinnati,OH,45218,2121.0,147 Farragut Rd,,,Cincinnati,OH,45218,2121.0,(513)619-2490,,1,Open,1,Open,05/13/2025,Regular School,1,No,No,No,,,,,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,03,04,Elementary,As reported,winton woods,winton woods elementary school,winton woods city,45218,5136192490,147 farragut rd,066787,Hamilton,,,,Elementary,Regular School,True,,,unmatched,39.195579816552296,-84.54271197071733,-84.5421714301768,39.1587830197555,county_centroid_jitter,014548,,,Winton Woods Middle School,Winton Woods City,Priority (CSI),600.0,True,exact_unique_name,100
2024-2025,39,OHIO,OH,Greenville Elementary School,Greenville City,1,,OH-044099,3904409,OH-044099-009365,390440901026,3901026,1111 N Ohio St,,,Greenville,OH,45331,2029.0,1111 N Ohio St,,,Greenville,OH,45331,2029.0,(937)548-3185,http://www.greenville.k12.oh.us,1,Open,1,Open,05/13/2025,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,PK,04,Elementary,As reported,greenville,greenville elementary school,greenville city,45331,9375483185,1111 n ohio st,009365,Darke,,,,Elementary,Regular School,True,,,unmatched,40.133035040154276,-84.61932101550622,-84.60544714163234,40.132034039153275,county_centroid_jitter,,,,,,,0.0,False,unmatched,
2024-2025,39,OHIO,OH,Greenville Senior High School,Greenville City,1,,OH-044099,3904409,OH-044099-014621,390440901028,3901028,100 Greenwave Way,,,Greenville,OH,45331,2383.0,100 Greenwave Way,,,Greenville,OH,45331,2383.0,(937)548-4188,http://www.greenville.k12.oh.us,1,Open,1,Open,05/13/2025,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,09,12,High,As reported,greenville senior,greenville senior high school,greenville city,45331,9375484188,100 greenwave way,014621,Darke,,,,High,Regular School,True,,,unmatched,40.133035040154276,-84.61932101550622,-84.67043212661733,40.16038238750162,county_centroid_jitter,,,,,,,0.0,False,unmatched,
2024-2025,39,OHIO,OH,Greenville Middle School,Greenville City,1,,OH-044099,3904409,OH-044099-014639,390440901029,3901029,131 Central Ave,,,Greenville,OH,45331,1466.0,1111 N Ohio St,,,Greenville,OH,45331,1466.0,(937)548-3185,http://www.greenville.k12.oh.us,1,Open,1,Open,05/13/2025,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,05,08,Middle,As reported,greenville,greenville middle school,greenville city,45331,9375483185,1111 n ohio st,014639,Darke,,,,Middle,Regular School,True,,,unmatched,40.133035040154276,-84.61932101550622,-84.63475645094165,40.151013018132254,county_centroid_jitter,,,,,,,0.0,False,unmatched,
